X,Y,OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO
-8540584.8366,4713600.2099,4400,B3170,16,Prince George's,0,None,Collington Rd,MD,197,  ,0.2,0,1.65,Md197-.20 Mi N Of Us301,Us 301 To Is 595/us 50,Urban,3,Principal Arterial Other,16000MD00197  01NN**************,16000MD00197--1-----,1,South,5,F,0,7.82,61.28,41.24,58.76,10.7875,https://maps.roads.maryland.gov/itms_public/?stationid=B3170,18720,19020,18871,18912,18550,19031,19392,18070,17911,17912,20030,20540,20381,20432,19850,20361,20752,19340,19171,18992,14,14916,2377,87,405,113,NO ERROR,518,,,0.0007816,0.83273783,0.13270433,0.00485708,0.02261054,0.00630862,0.02891916,5,7.82,61.28,41.24,58.76,"18,720","19,020","18,871","18,912","18,550","19,031","19,392","18,070","17,911","17,912","20,030","20,540","20,381","20,432","19,850","20,361","20,752","19,340","19,171","18,992",14,"14,916",87,"2,377",405,113,518
-8455517.3019,4736047.5739,4401,B170011,17,Queen Anne's,0,None,Blue Star Memorial Hwy,US,301,  ,26.79,26.59,28.57,Us301-.20 Mi N Of Md405,Md 405 To Md 19,Rural,2,Principal Arterial Other Freeways and Expressways,17000US00301  01NN**************,17000US00301--1-----,1,North,4,F,4,7.56,61.59,50.31,49.69,10.1474,https://maps.roads.maryland.gov/itms_public/?stationid=B170011,14101,13832,13480,13411,13402,13380,13671,13972,14070,14041,14811,14942,14290,14351,14212,14180,14631,14672,14770,14631,,,,,,,NO ERROR,,,,,,,,,,,4,7.56,61.59,50.31,49.69,"14,101","13,832","13,480","13,411","13,402","13,380","13,671","13,972","14,070","14,041","14,811","14,942","14,290","14,351","14,212","14,180","14,631","14,672","14,770","14,631",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8515285.0314,4620494.2221,4402,B3672,18,St. Mary's,0,None,Chancellors Run Rd,MD,237,  ,2.85,0,2.95,Md237-.10 Mi S Of Md235,Md 246 To Md 235,Urban,4,Minor Arterial,18000MD00237  01NN**************,18000MD00237--1-----,1,South,4,F,0,8.18,51.28,54.07,45.93,21.5695,https://maps.roads.maryland.gov/itms_public/?stationid=B3672,16062,17450,17311,17352,19110,19611,19982,20210,20031,20032,17192,18850,18701,18742,20450,20981,21382,21630,21431,21232,32,16907,0,209,2614,270,NO ERROR,2884,,,0.00159744,0.8439996,0,0.01043331,0.13049121,0.01347843,0.14396965,4,8.18,51.28,54.07,45.93,"16,062","17,450","17,311","17,352","19,110","19,611","19,982","20,210","20,031","20,032","17,192","18,850","18,701","18,742","20,450","20,981","21,382","21,630","21,431","21,232",32,"16,907",209,0,"2,614",270,"2,884"
-8425707.9679,4606044.6921,4403,S2000190002,19,Somerset,0,None,Mulder Branch Rd,CO,351,  ,0.05,0,0.16,Mulder Branch Rd Between Md 675 & Old Princess Anne Rd,Old Princess Anne Rd To Md 675,Urban,5,Major Collector,19000CO00351  01SS**************,19000CO00351--1-----,1,South,2,C,0,16.67,66.67,44.69,55.31,0.0047,https://maps.roads.maryland.gov/itms_public/?stationid=S2000190002,,80,81,80,81,82,83,94,95,80,,90,91,90,91,92,93,104,105,90,1,62,14,0,3,0,NO ERROR,3,,,0.0125,0.775,0.175,0,0.0375,0,0.0375,2,16.67,66.67,44.69,55.31,N/A,80,81,80,81,82,83,94,95,80,N/A,90,91,90,91,92,93,104,105,90,1,62,0,14,3,0,3
-8552179.1759,4784525.2585,4404,S2008030023,3,Baltimore,0,None,Franklin Blvd,CO,6781,  ,0.2,0,0.48,Franklin Blvd - West Of Ramp 6 To Is 795 Sb,Church Rd To I795,Urban,4,Minor Arterial,03000CO06781  01EE**************,03000CO06781--1-----,1,East,4,F,0,10.63,59.24,49.23,50.77,2.5623,https://maps.roads.maryland.gov/itms_public/?stationid=S2008030023,11532,11583,11494,11525,13770,14131,14402,14753,14624,14625,12342,12513,12414,12455,14730,15121,15412,15793,15654,15505,,,,,,,NO ERROR,,,,,,,,,,,4,10.63,59.24,49.23,50.77,"11,532","11,583","11,494","11,525","13,770","14,131","14,402","14,753","14,624","14,625","12,342","12,513","12,414","12,455","14,730","15,121","15,412","15,793","15,654","15,505",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8523451.0836,4723797.6206,4405,S2011020774,2,Anne Arundel,0,None,Sherwood Forest Rd                      ,CO,2753,  ,0.09,0,0.61,Sherwood Forest Rd - .10 Mile North Of Md 798,Old Generals Hwy To Pvt Road (ahead),Urban,6,Minor Collector,02000CO02753  01NN**************,02000CO02753--1-----,1,North,2,F,0,7.76,56.82,49.88,50.12,0.6639,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020774,,3110,3091,3102,3093,3174,3235,3010,2981,2982,,3360,3341,3352,3313,3404,3475,3190,3161,3282,,,,,,,NO ERROR,,,,,,,,,,,2,7.76,56.82,49.88,50.12,N/A,"3,110","3,091","3,102","3,093","3,174","3,235","3,010","2,981","2,982",N/A,"3,360","3,341","3,352","3,313","3,404","3,475","3,190","3,161","3,282",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8651631.3203,4815538.6236,4406,B210046,21,Washington,73,Hagerstown,Prospect St,MU,2030,  ,0.1,0,1.23,Prospect St-.10 Mi W Of Pennsylvania Ave (one Way),Pennsylvania Ave To Walnet St,Urban,6,Minor Collector,21073MU02030  01SS**************,21073MU02030--1-----,1,West,2,C,0,7.51,100,0,100,1.1134,https://maps.roads.maryland.gov/itms_public/?stationid=B210046,3033,3054,3035,2910,2901,2982,3043,3124,3105,2480,3253,3304,3285,3140,3101,3192,3263,3344,3325,2630,,,,,,,NO ERROR,,,,,,,,,,,2,7.51,100,0,100,"3,033","3,054","3,035","2,910","2,901","2,982","3,043","3,124","3,105","2,480","3,253","3,304","3,285","3,140","3,101","3,192","3,263","3,344","3,325","2,630",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8617408.0345,4776644.9995,4407,S1999100097,10,Frederick,0,None,Ramp 8 Fr Is 270 Sb To Md 85 Wb,RP,270,  ,0.1,0,0.32,Exit 31 Ramp 8 Fr Is 270 Sb To Md 85 Wb,Exit 31 Ramp 08 Eisenhower Memorial Hwy To Buckeystown Pike,Urban,1,Interstate,10000RP00270  02SSIS31        08,10000RP00270--103108,2,South,1,F,0,11.28,100,0,100,1.631,https://maps.roads.maryland.gov/itms_public/?stationid=S1999100097,12620,12631,12692,12813,12804,13330,13611,13942,13863,13964,13380,13391,13452,13583,13444,14000,14291,14502,14423,14524,,,,,,,NO ERROR,,,,,,,,,,,1,11.28,100,0,100,"12,620","12,631","12,692","12,813","12,804","13,330","13,611","13,942","13,863","13,964","13,380","13,391","13,452","13,583","13,444","14,000","14,291","14,502","14,423","14,524",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8560254.8321,4721518.1948,4408,B3184,16,Prince George's,0,None,Kenilworth Ave,MD,201,  ,6.87,6.64,7.17,Md201-.30 Mi S Of Is95,Md 193 To Is 95,Urban,2,Principal Arterial Other Freeways and Expressways,16000MD00201  01NN**************,16000MD00201--1-----,1,North,5,F,1,7.73,59.05,48.13,51.87,10.5026,https://maps.roads.maryland.gov/itms_public/?stationid=B3184,46991,47182,43890,43981,43852,48860,49791,50992,54290,54291,50281,50962,47400,47501,46922,52280,53281,54562,58090,57551,118,44668,5353,395,2890,867,NO ERROR,3757,,,0.00217347,0.82275147,0.09859829,0.00727561,0.05323166,0.0159695,0.06920116,5,7.73,59.05,48.13,51.87,"46,991","47,182","43,890","43,981","43,852","48,860","49,791","50,992","54,290","54,291","50,281","50,962","47,400","47,501","46,922","52,280","53,281","54,562","58,090","57,551",118,"44,668",395,"5,353","2,890",867,"3,757"
-8415782.3319,4628762.9597,4409,B220031,22,Wicomico,133,Salisbury,W College Ave,MU,631,  ,0.13,0,1.01,W College Ave-.10 Mi E Of Us13bu,E. College Ave (back) To Riverside Dr,Urban,4,Minor Arterial,22133MU00631  01WW**************,22133MU00631--1-----,1,East,3,C,0,7.98,54.95,52.89,47.11,5.5039,https://maps.roads.maryland.gov/itms_public/?stationid=B220031,13510,13561,13452,14930,14891,15282,12510,12811,12702,14930,14460,14651,14532,16120,15931,16352,13390,13711,13592,15830,23,12733,1821,15,267,71,NO ERROR,338,,,0.00154052,0.85284662,0.12196919,0.00100469,0.01788346,0.00475553,0.02263898,3,7.98,54.95,52.89,47.11,"13,510","13,561","13,452","14,930","14,891","15,282","12,510","12,811","12,702","14,930","14,460","14,651","14,532","16,120","15,931","16,352","13,390","13,711","13,592","15,830",23,"12,733",15,"1,821",267,71,338
-8590156.391,4734299.4274,4410,S2012150950,15,Montgomery,130,Rockville,Henderson Cir                           ,MU,1390,  ,0.08,0,0.14,Henderson Cir - Between Beall Ave & Mannakee St,Beall Ave To Beall Ave,Urban,6,Minor Collector,15130MU01390  01SS**************,15130MU01390--1-----,1,North,2,F,0,9.33,51.78,51.6,48.4,0.2356,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150950,,,4730,4741,4732,4863,4964,5085,4610,4611,,,5110,5121,5062,5203,5314,5395,4890,5071,,,,,,,NO ERROR,,,,,,,,,,,2,9.33,51.78,51.6,48.4,N/A,N/A,"4,730","4,741","4,732","4,863","4,964","5,085","4,610","4,611",N/A,N/A,"5,110","5,121","5,062","5,203","5,314","5,395","4,890","5,071",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8528315.361,4765413.3479,4411,S2008240013,24,Baltimore City,999,Baltimore City,E Preston St,MU,955,  ,2.05,0.98,2.09,Preston St - .04 Mile East Of Guilford Ave ,Mu1025 N Wolfe St To Mu 1450 Guilford Ave,Urban,4,Minor Arterial,24999MU00955  01WW**************,24999MU00955--1-----,1,West,3,F,0,10.81,100,0,100,3.1853,https://maps.roads.maryland.gov/itms_public/?stationid=S2008240013,7782,7800,7741,7762,7743,7944,8105,7930,7861,7862,8332,8420,8361,8382,8293,8504,8685,8490,8411,8332,,,,,,,NO ERROR,,,,,,,,,,,3,10.81,100,0,100,"7,782","7,800","7,741","7,762","7,743","7,944","8,105","7,930","7,861","7,862","8,332","8,420","8,361","8,382","8,293","8,504","8,685","8,490","8,411","8,332",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8566135.9625,4696526.1961,4412,S2012161192,16,Prince George's,0,None,Raleigh Rd,CO,3733,  ,0.08,0,0.38,Raleigh Rd - .10 Mi North Of Md 414,St Barnabas Rd To Olson St,Urban,5,Major Collector,16000CO03733  01NN**************,16000CO03733--1-----,1,South,2,F,0,9.96,62.18,48.59,51.41,0.7838,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161192,,,5240,5251,5242,5383,5494,5635,5650,5651,,,5660,5671,5612,5763,5884,5975,5990,6221,,,,,,,NO ERROR,,,,,,,,,,,2,9.96,62.18,48.59,51.41,N/A,N/A,"5,240","5,251","5,242","5,383","5,494","5,635","5,650","5,651",N/A,N/A,"5,660","5,671","5,612","5,763","5,884","5,975","5,990","6,221",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8650011.8094,4817103.7468,4413,S2017210271,21,Washington,73,Hagerstown,Oak Hill Ave,MU,1840,  ,0.61,0.46,1.58,Oak Hill Ave - .05 Mile North Of Northern Ave,Oak Hill Ave (back) To J V Jamison Dr,Urban,6,Minor Collector,21073MU01840  01SS**************,21073MU01840--1-----,1,South,2,F,0,8.98,50.88,51.58,48.42,1.6401,https://maps.roads.maryland.gov/itms_public/?stationid=S2017210271,,,,,,,,4050,4011,4012,,,,,,,,4290,4251,4412,,,,,,,NO ERROR,,,,,,,,,,,2,8.98,50.88,51.58,48.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,050","4,011","4,012",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,290","4,251","4,412",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8553807.5211,4714366.2558,4414,S2010160083,16,Prince George's,0,None,Ramp 8 Fr Md 704 Sb To Is 595 Wb,RP,595,  ,0.02,0,0.03,Exit 8 Ramp 8 Fr Md 704 Sb To Is 595 Wb,Exit 8  Ramp 08 Hargrove Dr (back) To Ramp 1 Fr Md 704 To Ramp 8 (to Is 595),Urban,1,Interstate,16000RP00595  02SSIS8         08,16000RP00595--100808,2,South,2,F,0,6.75,100,0,100,0.0948,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160083,8010,8021,8062,8143,8400,8601,8782,8993,8600,8661,8490,8501,8552,8633,8820,9031,9222,9353,8940,9011,,,,,,,NO ERROR,,,,,,,,,,,2,6.75,100,0,100,"8,010","8,021","8,062","8,143","8,400","8,601","8,782","8,993","8,600","8,661","8,490","8,501","8,552","8,633","8,820","9,031","9,222","9,353","8,940","9,011",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8588457.3772,4729973.1313,4415,B150108,15,Montgomery,130,Rockville,Tower Oaks Blvd,MU,2934,  ,0.2,0,0.93,Tower Oak S Blvd-.20 Mi N Of Montrose Rd,Montrose Rd To Wootton Pkwy,Urban,5,Major Collector,15130MU02934  01NN**************,15130MU02934--1-----,1,South,4,F,0,8.7,81.2,25.26,74.74,3.8161,https://maps.roads.maryland.gov/itms_public/?stationid=B150108,11295,10560,10481,10502,10260,10531,10732,11340,11241,11242,12105,11410,11321,11342,10980,11271,11482,12020,11921,12372,33,9735,930,35,282,227,NO ERROR,509,,,0.00293542,0.86594912,0.08272549,0.00311333,0.0250845,0.02019214,0.04527664,4,8.7,81.2,25.26,74.74,"11,295","10,560","10,481","10,502","10,260","10,531","10,732","11,340","11,241","11,242","12,105","11,410","11,321","11,342","10,980","11,271","11,482","12,020","11,921","12,372",33,"9,735",35,930,282,227,509
-8558020.8946,4696890.9122,4416,S2000160223,16,Prince George's,0,None,Ramp 5 Fr Forestville Rd To Ramp 4,RP,95,  ,0.01,0,0.03,Exit 9 Ramp 5 Fr Forestville Rd Sb To Ramp 4 (to Is 95 Eb),Exit 9  Ramp 05 Forestville Rd Sb To Ramp 4 (to Is 95 Eb),Urban,1,Interstate,16000RP00095  02EEIS9         05,16000RP00095--100905,2,East,1,F,0,9.69,100,100,0,0.0419,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160223,,2760,2771,2802,2803,3040,3101,3182,3800,3831,,2930,2941,2972,2943,3190,3261,3312,3950,3981,,,,,,,NO ERROR,,,,,,,,,,,1,9.69,100,100,0,N/A,"2,760","2,771","2,802","2,803","3,040","3,101","3,182","3,800","3,831",N/A,"2,930","2,941","2,972","2,943","3,190","3,261","3,312","3,950","3,981",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8536305.2187,4766607.431,4417,S2012240470,24,Baltimore City,999,Baltimore City,Gwynns Falls Pkwy,MU,1023,  ,0.03,0,0.05,Gwynns Falls Pkwy -between Lyndhurst Ave & Windsor Mill Rd,Lyndhurst Ave To Windsor Mill Rd,Urban,5,Major Collector,24999MU01023  01EE**************,24999MU01023--1-----,1,West,1,F,0,8.28,54.17,60.17,39.83,0.0048,https://maps.roads.maryland.gov/itms_public/?stationid=S2012240470,,,290,291,292,303,314,325,260,261,,,310,311,312,323,344,355,280,291,,,,,,,NO ERROR,,,,,,,,,,,1,8.28,54.17,60.17,39.83,N/A,N/A,290,291,292,303,314,325,260,261,N/A,N/A,310,311,312,323,344,355,280,291,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8701178.5486,4822053.2665,4418,S2014210549,21,Washington,0,None,Old Route 40,CO,38,  ,0.1,0,3.02,Old Route 40 - .10 Mi E Of Md 144wb (main St),Md 144 To Pennsylvania St/l,Rural,6,Minor Collector,21000CO00038  01EE**************,21000CO00038--1-----,1,West,2,F,0,11.78,72.55,40.18,59.82,0.5126,https://maps.roads.maryland.gov/itms_public/?stationid=S2014210549,,,,,420,431,442,453,454,465,,,,,450,461,472,483,484,495,,,,,,,NO ERROR,,,,,,,,,,,2,11.78,72.55,40.18,59.82,N/A,N/A,N/A,N/A,420,431,442,453,454,465,N/A,N/A,N/A,N/A,450,461,472,483,484,495,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8541214.1262,4761896.8175,4419,S1999030137,3,Baltimore,0,None,Ramp 3 Fr Edmonston Ave Eb To Ramp 2,RP,695,  ,0.005,0,0.01,Exit 14 Ramp 3 Fr Edmondson Ave Eb To Ramp 2 (to Is 695 Nb),Exit 14 Ramp 03 Edmondson Ave To Ramp 2 Fr Edmondson Ave To Is 695 Nb,Urban,1,Interstate,03000RP00695  02NNIS14        03,03000RP00695--101403,2,North,1,F,0,10.5,100,100,0,0.0066,https://maps.roads.maryland.gov/itms_public/?stationid=S1999030137,,3170,3191,3222,3223,3304,3375,1810,1801,1812,,3360,3381,3422,3383,3474,3545,1880,1871,1882,,,,,,,NO ERROR,,,,,,,,,,,1,10.5,100,100,0,N/A,"3,170","3,191","3,222","3,223","3,304","3,375","1,810","1,801","1,812",N/A,"3,360","3,381","3,422","3,383","3,474","3,545","1,880","1,871","1,882",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8590283.9924,4742678.5979,4420,B150083,15,Montgomery,0,None,Midcounty Hwy,CO,5221,  ,0.47,0,1.42,Midcounty Hwy-.10 Mi S Of Washington Grove La,Md 124 To Shady Grove Rd,Urban,3,Principal Arterial Other,15000CO05221  01SS**************,15000CO05221--1-----,1,North,5,F,0,9.63,65.58,50.98,49.02,13.0409,https://maps.roads.maryland.gov/itms_public/?stationid=B150083,25011,25112,23710,23761,23692,23910,24361,24952,25160,25161,26761,27122,25610,25661,25352,25580,26071,26702,26920,26671,42,22029,2103,90,828,69,NO ERROR,897,,,0.00166925,0.87552164,0.08358173,0.00357696,0.03290807,0.00274234,0.03565041,5,9.63,65.58,50.98,49.02,"25,011","25,112","23,710","23,761","23,692","23,910","24,361","24,952","25,160","25,161","26,761","27,122","25,610","25,661","25,352","25,580","26,071","26,702","26,920","26,671",42,"22,029",90,"2,103",828,69,897
-8560803.1865,4742495.6819,4421,S2006130019,13,Howard,0,None,Ramp 5 Fr Us 29 Sb To Md 216 Eb,RP,29,  ,0.3,0.22,0.35,Exit 13 Ramp 5 Fr Us 29 Sb To Md 216 Eb,Exit 13 Ramp 05 Ramp 8 Fr Ramp 5 (fr Us 29) To Md 216 Wb To Scaggsville Rd,Urban,2,Principal Arterial Other Freeways and Expressways,13000RP00029  02SSUS13        05,13000RP00029--101305,2,East,1,F,0,11.25,100,100,0,0.2132,https://maps.roads.maryland.gov/itms_public/?stationid=S2006130019,3930,3951,3960,3971,3962,4073,4420,4531,4492,4493,4210,4271,4280,4291,4242,4363,4730,4851,4812,4763,,,,,,,NO ERROR,,,,,,,,,,,1,11.25,100,100,0,"3,930","3,951","3,960","3,971","3,962","4,073","4,420","4,531","4,492","4,493","4,210","4,271","4,280","4,291","4,242","4,363","4,730","4,851","4,812","4,763",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8537474.312,4769709.9349,4422,S2012240411,24,Baltimore City,999,Baltimore City,Belle Ave,MU,4440,  ,0.73,0,1.31,Belle Ave - Between Gwynn Oak Ave & Hillsdale Rd,Parkview Ave To Garrison Blvd,Urban,5,Major Collector,24999MU04440  01EE**************,24999MU04440--1-----,1,West,2,F,0,7.05,54.79,45.42,54.58,0.8755,https://maps.roads.maryland.gov/itms_public/?stationid=S2012240411,,,1720,1721,1722,1773,1814,1865,1830,1831,,,1860,1861,1842,1903,1944,1985,1940,2011,,,,,,,NO ERROR,,,,,,,,,,,2,7.05,54.79,45.42,54.58,N/A,N/A,"1,720","1,721","1,722","1,773","1,814","1,865","1,830","1,831",N/A,N/A,"1,860","1,861","1,842","1,903","1,944","1,985","1,940","2,011",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8521281.2792,4719273.9185,4423,B0841,2,Anne Arundel,0,None,John Hanson Hwy,IS,595,  ,8.39,7.99,8.65,Is595-.25 Mi W Of Md450,Md 665 To Md 450,Urban,1,Interstate,02000IS00595  01EE**************,02000IS00595--1-----,1,East,6,F,2,7.41,51.27,49.33,50.67,34.2996,https://maps.roads.maryland.gov/itms_public/?stationid=B0841,127981,128112,117460,118521,118402,106580,108821,111432,141390,142381,135661,135802,124510,125631,124322,111910,114261,115892,147050,148081,214,115478,17411,953,4079,4246,NO ERROR,8325,,,0.00150301,0.81104923,0.12228457,0.00669331,0.02864849,0.02982139,0.05846988,6,7.41,51.27,49.33,50.67,"127,981","128,112","117,460","118,521","118,402","106,580","108,821","111,432","141,390","142,381","135,661","135,802","124,510","125,631","124,322","111,910","114,261","115,892","147,050","148,081",214,"115,478",953,"17,411","4,079","4,246","8,325"
-8407589.6102,4632324.8431,4424,S2014220343,22,Wicomico,0,None,Hobbs Rd,CO,356,  ,1.77,1.634,2.081,Hobbs Rd - Between Us 50 & Winterplace Pkwy,Us 50 To Md 346,Urban,5,Major Collector,22000CO00356  01NN**************,22000CO00356--1-----,1,South,3,F,0,9.29,63.26,47.8,52.2,1.1886,https://maps.roads.maryland.gov/itms_public/?stationid=S2014220343,,,,,6850,7031,7172,7343,7284,7285,,,,,7330,7521,7672,7783,7724,8015,,,,,,,NO ERROR,,,,,,,,,,,3,9.29,63.26,47.8,52.2,N/A,N/A,N/A,N/A,"6,850","7,031","7,172","7,343","7,284","7,285",N/A,N/A,N/A,N/A,"7,330","7,521","7,672","7,783","7,724","8,015",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8541331.1188,4701681.0659,4425,S2012161050,16,Prince George's,0,None,Leeland Rd S,CO,103,  ,1.55,0,1.72,Leeland Rd S - .10 Mi West Of Us 301,Oak Grove Rd To Crain Hwy (sb),Urban,5,Major Collector,16000CO00103  01EE**************,16000CO00103--1-----,1,East,2,F,0,8.01,51.9,53.91,46.09,2.9073,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161050,,,4180,4191,4182,4293,4384,4495,4630,4631,,,4510,4531,4482,4593,4694,4775,4910,5091,,,,,,,NO ERROR,,,,,,,,,,,2,8.01,51.9,53.91,46.09,N/A,N/A,"4,180","4,191","4,182","4,293","4,384","4,495","4,630","4,631",N/A,N/A,"4,510","4,531","4,482","4,593","4,694","4,775","4,910","5,091",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8510518.2011,4768597.0014,4426,S2012030073,3,Baltimore,0,None,Marlyn Ave N,CO,4589,  ,0.04,0,0.069,Marlyn Ave N - Between Orville Rd & Seamaster Rd,Canberra Dr To Orville Rd,Urban,5,Major Collector,03000CO04589  01SS**************,03000CO04589--1-----,1,North,2,F,0,10.13,50.43,42.86,57.14,0.0265,https://maps.roads.maryland.gov/itms_public/?stationid=S2012030073,,,1080,1081,1082,1113,1134,1165,1050,1051,,,1170,1171,1162,1193,1214,1245,1110,1161,,,,,,,NO ERROR,,,,,,,,,,,2,10.13,50.43,42.86,57.14,N/A,N/A,"1,080","1,081","1,082","1,113","1,134","1,165","1,050","1,051",N/A,N/A,"1,170","1,171","1,162","1,193","1,214","1,245","1,110","1,161",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8576338.8082,4723484.5665,4427,S2000150171,15,Montgomery,0,None,Ramp 5 Fr Md 97 Sb To Is 495 Eb,RP,495,  ,0.05,0,0.13,Exit 31 Ramp 5 Fr Md 97 Sb To Is 495 Eb,Exit 31 Ramp 05 Georgia Ave To Capital Beltway,Urban,1,Interstate,15000RP00495  02SSIS31        05,15000RP00495--103105,2,South,1,F,0,7.62,100,0,100,0.467,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150171,9082,8930,8981,9062,9053,9274,9475,9830,9771,9842,9632,9470,9521,9612,9513,9744,9955,10220,10161,10242,,,,,,,NO ERROR,,,,,,,,,,,1,7.62,100,0,100,"9,082","8,930","8,981","9,062","9,053","9,274","9,475","9,830","9,771","9,842","9,632","9,470","9,521","9,612","9,513","9,744","9,955","10,220","10,161","10,242",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8525071.5591,4778128.2939,4428,S2012030142,3,Baltimore,0,None,Putty Hill Ave,CO,3482,  ,0.2,0,0.43,Putty Hill Ave - .10 Mile East Of Goucher Blvd,Hillen Rd To La Salle Rd,Urban,4,Minor Arterial,03000CO03482  01EE**************,03000CO03482--1-----,1,East,4,F,0,9.32,58.28,46.47,53.53,3.147,https://maps.roads.maryland.gov/itms_public/?stationid=S2012030142,,,20470,20511,20452,20983,21384,21905,20050,20051,,,22110,22151,21882,22453,22884,23445,21450,21251,,,,,,,NO ERROR,,,,,,,,,,,4,9.32,58.28,46.47,53.53,N/A,N/A,"20,470","20,511","20,452","20,983","21,384","21,905","20,050","20,051",N/A,N/A,"22,110","22,151","21,882","22,453","22,884","23,445","21,450","21,251",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8518859.2527,4763192.1008,4429,B1166,3,Baltimore,0,None,Eastern Ave,MD,150,  ,0.2,0,0.78,Md150-.20 Mi E Of Balto City Line,Balto City Line To Md 151,Urban,3,Principal Arterial Other,03000MD00150  01EE**************,03000MD00150--1-----,1,East,4,F,2,7.56,60.25,52.48,47.52,7.9605,https://maps.roads.maryland.gov/itms_public/?stationid=B1166,24771,24872,27160,28010,27931,28662,28250,28931,27960,27961,26511,26862,29330,30250,29891,30672,30230,30961,29920,29641,46,20274,5142,329,1422,748,NO ERROR,2170,,,0.00164515,0.72508136,0.183899,0.01176639,0.05085655,0.02675155,0.0776081,4,7.56,60.25,52.48,47.52,"24,771","24,872","27,160","28,010","27,931","28,662","28,250","28,931","27,960","27,961","26,511","26,862","29,330","30,250","29,891","30,672","30,230","30,961","29,920","29,641",46,"20,274",329,"5,142","1,422",748,"2,170"
